id,listing_url,name,host_identity_verified,room_type,accommodates,bedrooms,amenities,price,minimum_nights,number_of_reviews,last_review,review_scores_rating,instant_bookable,region_name,region_parent_name
2973462,https://www.airbnb.com/rooms/2973462,Excellent B@B Accommodation,f,Private room,10,4,"[""Essentials"", ""Breakfast"", ""Carbon monoxide alarm"", ""Cable TV"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Indoor fireplace"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""First aid kit"", ""Garden or backyard"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Iron""]",$76.00 ,2,60,18-09-19,97,t,Limerick City West LEA-7,Limerick City And County Council
2972979,https://www.airbnb.com/rooms/2972979,Eco village in centre of Ireland,f,Private room,2,1,"[""Essentials"", ""Kitchen"", ""Lock on bedroom door"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Free parking on premises"", ""Wifi""]",$30.00 ,1,20,06-10-19,98,f,Nenagh LEA-5,Tipperary County Council
2972953,https://www.airbnb.com/rooms/2972953,"Minutes to Doolin, Sea Views, Perfect Privacy.",t,Entire home/apt,2,1,"[""Extra pillows and blankets"", ""Shampoo"", ""Single level home"", ""Garden or backyard"", ""Free parking on premises"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Laptop-friendly workspace"", ""Heating"", ""Microwave"", ""Private entrance"", ""Hot water"", ""Lockbox"", ""Hair dryer"", ""Shower gel"", ""Refrigerator"", ""Iron"", ""Dishes and silverware""]",$64.00 ,1,349,28-08-20,99,t,Ennistimon LEA-4,Clare County Council
2971634,https://www.airbnb.com/rooms/2971634,Aran Islands Sunrise View!,t,Private room,2,1,"[""Shampoo"", ""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Baby bath"", ""Luggage dropoff allowed"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""Hair dryer"", ""Hot water"", ""Crib"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Children\u2019s dinnerware"", ""Beachfront"", ""Coffee maker"", ""Lock on bedroom door"", ""Patio or balcony"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$72.00 ,1,134,22-09-19,95,f,Conamara South LEA-5,Galway County Council
2968576,https://www.airbnb.com/rooms/2968576,Atlantic Seafront B&B,t,Private room,2,1,"[""Essentials"", ""Breakfast"", ""Crib"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hangers"", ""Hot water"", ""Heating"", ""Indoor fireplace"", ""Fire extinguisher"", ""Smoke alarm"", ""Host greets you"", ""Shampoo"", ""Luggage dropoff allowed"", ""First aid kit"", ""High chair"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Iron""]",$65.00 ,1,33,18-08-19,99,f,Manorhamilton LEA-6,Leitrim County Council
2965206,https://www.airbnb.com/rooms/2965206,The Little Blue Room,f,Private room,1,1,"[""Breakfast"", ""Hangers"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Wifi"", ""TV"", ""Shampoo"", ""Paid parking off premises"", ""Microwave"", ""First aid kit"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laptop-friendly workspace"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware""]",$50.00 ,3,110,10-02-20,99,f,Cabra-Glasnevin LEA-7,Dublin City Council
2962455,https://www.airbnb.com/rooms/2962455,Cosy bedroom,f,Private room,1,1,"[""Shampoo"", ""Essentials"", ""Wifi"", ""Heating"", ""Kitchen""]",$110.00 ,1,0,,,f,North Inner City LEA-7,Dublin City Council
2958730,https://www.airbnb.com/rooms/2958730,NEW2014! Stunning panorama bay view,f,Entire home/apt,6,3,"[""High chair"", ""Heating"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Crib"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$100.00 ,4,10,22-08-20,100,f,Bantry-West Cork LEA-4,Cork County Council
2958490,https://www.airbnb.com/rooms/2958490,Rural Retreat with amazing views,t,Entire home/apt,5,3,"[""Shampoo"", ""Single level home"", ""Baking sheet"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Kitchen"", ""Dishes and silverware"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Private entrance"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Shower gel"", ""Oven""]",$60.00 ,1,21,26-08-20,93,f,Swinford LEA-4,Mayo County Council
2956602,https://www.airbnb.com/rooms/2956602,Puffin Cottage Skellig Ring Portmagee,f,Entire home/apt,8,4,"[""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""BBQ grill"", ""Cable TV"", ""Kitchen"", ""Stair gates"", ""Dishes and silverware"", ""Dishwasher"", ""Dryer"", ""Washer"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Coffee maker"", ""First aid kit"", ""Iron"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Fireplace guards"", ""Refrigerator"", ""Bathtub""]",$110.00 ,4,51,22-08-20,95,t,Kenmare LEA-6,Kerry County Council
2945432,https://www.airbnb.com/rooms/2945432,Entire House in Ennis town with Free Parking,t,Entire home/apt,4,2,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""Kitchen"", ""Cooking basics"", ""First aid kit"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Heating"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware""]",$140.00 ,7,14,12-11-19,97,f,Ennis LEA-7,Clare County Council
2942962,https://www.airbnb.com/rooms/2942962,Cosy Double room,t,Private room,2,1,"[""Essentials"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hot tub"", ""Dryer"", ""Hot water"", ""Indoor fireplace"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""Washer""]",$55.00 ,1,33,16-12-19,98,f,Kells LEA-7,Meath County Council
2942047,https://www.airbnb.com/rooms/2942047,Beautiful holiday cottage in Kerry.,f,Entire home/apt,6,3,"[""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Coffee maker"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Fireplace guards"", ""Refrigerator"", ""Iron""]",$93.00 ,7,3,17-08-19,93,f,Kenmare LEA-6,Kerry County Council
2941009,https://www.airbnb.com/rooms/2941009,Lost Boathouse & Garden No1 Ensuite,t,Private room,2,1,"[""Shampoo"", ""Heating"", ""Cable TV"", ""Luggage dropoff allowed"", ""Dryer"", ""Washer"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Crib"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Lock on bedroom door"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$70.00 ,2,130,08-09-19,99,f,South East Inner City LEA-5,Dublin City Council
2938687,https://www.airbnb.com/rooms/2938687,Old Rectory Retreat Westport 'Churchside Yellow Rm,t,Private room,3,1,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Heating"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Oven"", ""Dishes and silverware""]",$45.00 ,2,44,28-10-19,98,t,Westport LEA-4,Mayo County Council
2930044,https://www.airbnb.com/rooms/2930044,Countryside Cottage in Connemara,t,Entire home/apt,8,3,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Host greets you"", ""Dishes and silverware"", ""Kitchen"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Indoor fireplace"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Refrigerator"", ""Iron""]",$75.00 ,4,110,08-08-20,96,t,Conamara North LEA-4,Galway County Council
2923561,https://www.airbnb.com/rooms/2923561,"The Cottage, Rath, Baltimore, West Cork",f,Entire home/apt,4,2,"[""Single level home"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Oven"", ""Iron""]",$69.00 ,5,184,25-08-20,93,f,Skibbereen-West Cork LEA-5,Cork County Council
2923471,https://www.airbnb.com/rooms/2923471,Lovely quiet room for female.  20 mins to city,t,Private room,1,1,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Washer"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Lockbox"", ""Coffee maker"", ""Lock on bedroom door"", ""Free street parking"", ""Microwave"", ""Shower gel"", ""Oven"", ""Iron""]",$55.00 ,5,55,08-09-19,97,t,Kimmage-Rathmines LEA-6,Dublin City Council
2923435,https://www.airbnb.com/rooms/2923435,Stunning views on Wild Atlantic Way,t,Private room,2,1,"[""Shampoo"", ""Air conditioning"", ""Breakfast"", ""Crib"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Essentials"", ""Host greets you"", ""Wifi"", ""Heating"", ""TV"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Hot water"", ""Smoke alarm""]",$58.00 ,1,16,02-02-20,99,f,Skibbereen-West Cork LEA-5,Cork County Council
2921450,https://www.airbnb.com/rooms/2921450,Old Stones Cottage Skellig Ring Portmagee,f,Entire home/apt,6,3,"[""Single level home"", ""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""BBQ grill"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Washer"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""First aid kit"", ""Iron"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Fireplace guards"", ""Oven"", ""Bathtub""]",$110.00 ,3,121,22-08-20,97,t,Kenmare LEA-6,Kerry County Council
2921112,https://www.airbnb.com/rooms/2921112,Luxury & Location - 1 bed duplex,t,Entire home/apt,2,1,"[""Shampoo"", ""Heating"", ""Host greets you"", ""Cable TV"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Paid parking off premises"", ""Coffee maker"", ""Elevator"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Iron""]",$153.00 ,3,48,20-10-19,98,f,North Inner City LEA-7,Dublin City Council
2920852,https://www.airbnb.com/rooms/2920852,ROOM 1 / Beautiful B&B in Carrick-on-Shannon,f,Private room,2,1,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""First aid kit"", ""High chair"", ""Iron"", ""Essentials"", ""Crib"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Extra pillows and blankets""]",$60.00 ,1,62,07-12-19,99,f,Carrick-on-Shannon LEA-6,Leitrim County Council
2920718,https://www.airbnb.com/rooms/2920718,"1 bedroom apt - St. Vincent Hospital, RDS, Aviva",t,Hotel room,4,1,"[""Hangers"", ""Bed linens"", ""Hot water"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Elevator"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Washer"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Hair dryer"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laptop-friendly workspace"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware""]",$109.00 ,1,13,03-12-19,95,t,Pembroke LEA-5,Dublin City Council
2918114,https://www.airbnb.com/rooms/2918114,Macken's Farmhouse Skellig Ring Portmagee,f,Entire home/apt,6,3,"[""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""BBQ grill"", ""Cable TV"", ""Stair gates"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""First aid kit"", ""Iron"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Fireplace guards"", ""Oven"", ""Bathtub""]",$85.00 ,3,70,22-08-20,96,f,Kenmare LEA-6,Kerry County Council
2908322,https://www.airbnb.com/rooms/2908322,Atlantic Coastal Village House,t,Entire home/apt,6,3,"[""Dishwasher"", ""Garden or backyard"", ""Patio or balcony"", ""Dishes and silverware"", ""Cooking basics"", ""Dryer"", ""Washer"", ""Refrigerator"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Microwave"", ""Hot water"", ""Cable TV"", ""Oven"", ""Kitchen""]",$95.00 ,2,52,20-07-20,95,f,Bantry-West Cork LEA-4,Cork County Council
2903645,https://www.airbnb.com/rooms/2903645,"#1 Dublin04, 2km UCD  5 mns train 2 City, Beach",t,Private room,1,1,"[""Shampoo"", ""First aid kit"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Fire extinguisher"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Beachfront"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Iron""]",$49.00 ,1,27,24-09-19,96,t,Pembroke LEA-5,Dublin City Council
2897948,https://www.airbnb.com/rooms/2897948,Apartment 1  Heart of Historic Town,f,Entire home/apt,4,2,"[""Hangers"", ""Single level home"", ""Bed linens"", ""Hot water"", ""Pack \u2019n Play/travel crib"", ""TV"", ""Shampoo"", ""Lockbox"", ""BBQ grill"", ""Patio or balcony"", ""Kitchen"", ""Microwave"", ""High chair"", ""Iron"", ""Washer"", ""Hair dryer"", ""Free street parking"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Long term stays allowed"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$89.00 ,4,31,19-07-18,83,f,Callan-Thomastown LEA-6,Kilkenny County Council
2897424,https://www.airbnb.com/rooms/2897424,Modern place in Dublin City Centre,t,Entire home/apt,5,2,"[""Shampoo"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Washer"", ""Essentials"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Hair dryer"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Kitchen""]",$75.00 ,2,248,06-09-19,91,t,North Inner City LEA-7,Dublin City Council
2896450,https://www.airbnb.com/rooms/2896450,2 bed Laois Heart of the Hills Cottage,f,Entire home/apt,5,2,"[""Breakfast"", ""Hangers"", ""Single level home"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Hair dryer"", ""Heating"", ""Smoke alarm"", ""Garden or backyard"", ""Extra pillows and blankets"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware""]",$85.00 ,2,90,19-07-20,94,f,Borris-in-Ossory -Mountmellick LEA-6,Laois County Council
2895131,https://www.airbnb.com/rooms/2895131,Beautiful Views over Cork Harbour,f,Entire home/apt,8,4,"[""Shampoo"", ""Free parking on premises"", ""Hangers"", ""Dryer"", ""Washer"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""Laptop-friendly workspace"", ""TV"", ""Heating"", ""Hair dryer"", ""First aid kit"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$80.00 ,5,6,29-12-16,93,f,Cobh LEA-6,Cork County Council
2892808,https://www.airbnb.com/rooms/2892808,4 Star Exceptional  Cosy Cottage,t,Entire home/apt,5,2,"[""Window guards"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Patio or balcony"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""High chair"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Room-darkening shades"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Heating"", ""Fireplace guards"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Pocket wifi"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$140.00 ,2,18,18-08-20,100,t,Newport LEA-4,Tipperary County Council
2891370,https://www.airbnb.com/rooms/2891370,House with stunning Atlantic views,f,Entire home/apt,4,3,"[""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""Dishes and silverware"", ""Kitchen"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Crib"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Children\u2019s books and toys"", ""Beachfront"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$110.00 ,5,78,20-08-20,99,t,Bandon - Kinsale LEA-6,Cork County Council
2891101,https://www.airbnb.com/rooms/2891101,Stylish room for female only. Close to city centre,t,Private room,1,1,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Washer"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Lockbox"", ""Coffee maker"", ""Lock on bedroom door"", ""Free street parking"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Iron""]",$49.00 ,4,90,12-03-20,96,t,Kimmage-Rathmines LEA-6,Dublin City Council
2889578,https://www.airbnb.com/rooms/2889578,"Meadow View - Goslingstown, Kilkenny - double",t,Private room,4,2,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Essentials"", ""Cable TV"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Extra pillows and blankets"", ""Host greets you"", ""Dishes and silverware""]",$54.00 ,1,446,04-01-20,98,f,Callan-Thomastown LEA-6,Kilkenny County Council
2885736,https://www.airbnb.com/rooms/2885736,"Classic Family Home, Dublin",t,Entire home/apt,8,4,"[""Shampoo"", ""Carbon monoxide alarm"", ""Washer"", ""Essentials"", ""Wifi"", ""Heating"", ""First aid kit"", ""Smoke alarm"", ""Kitchen""]",$180.00 ,5,6,30-07-16,97,f,Cabra-Glasnevin LEA-7,Dublin City Council
2884501,https://www.airbnb.com/rooms/2884501,Family Home for Summer '17 Dublin,f,Entire home/apt,6,4,"[""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Washer"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""Laptop-friendly workspace"", ""TV"", ""Heating"", ""Private entrance"", ""Hair dryer"", ""Cable TV"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$125.00 ,2,0,,,f,Killiney-Shankill LEA-7,Dun Laoghaire-rathdown County Council
2877842,https://www.airbnb.com/rooms/2877842,Fantastic Sea View Apartment,t,Entire home/apt,5,2,"[""TV"", ""Heating"", ""Host greets you"", ""Cable TV"", ""Kitchen""]",$60.00 ,5,4,09-06-18,95,f,Tramore-Waterford City West LEA-6,Waterford City And County Council
2874272,https://www.airbnb.com/rooms/2874272,Stunning studio with bay window overlooking Dublin,t,Entire home/apt,2,,"[""High chair"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Cable TV"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Washer"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Coffee maker"", ""Free street parking"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Iron""]",$89.00 ,2,105,12-07-20,91,t,North Inner City LEA-7,Dublin City Council
2873250,https://www.airbnb.com/rooms/2873250,Cozy double room in town house next to Croke Park,t,Private room,2,1,"[""Shampoo"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Host greets you"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""Lock on bedroom door"", ""Patio or balcony"", ""Stove"", ""Microwave"", ""Oven""]",$51.00 ,2,6,02-09-18,100,t,North Inner City LEA-7,Dublin City Council
2865034,https://www.airbnb.com/rooms/2865034,Rossnowlagh Donegal Holiday Home Wild Atlantic Way,f,Entire home/apt,7,3,"[""Carbon monoxide alarm"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Heating"", ""TV"", ""Hair dryer"", ""First aid kit"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$140.00 ,2,11,08-08-20,87,t,Donegal LEA-6,Donegal County Council
2863168,https://www.airbnb.com/rooms/2863168,Loft living within minutes of beach,t,Entire home/apt,2,1,"[""Essentials"", ""Kitchen"", ""Hangers"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Cooking basics"", ""Smoke alarm"", ""Host greets you"", ""Stove"", ""Refrigerator"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo""]",$60.00 ,2,81,21-08-20,98,f,Kilmuckridge LEA-4,Wexford County Council
2862881,https://www.airbnb.com/rooms/2862881,1 bedroom apartment with sofabed.,t,Entire home/apt,4,1,"[""Shampoo"", ""Patio or balcony"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Dryer"", ""Washer"", ""Refrigerator"", ""Smoke alarm"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Heating"", ""Microwave"", ""Host greets you"", ""Coffee maker"", ""Cable TV"", ""First aid kit"", ""Oven"", ""Kitchen""]",$180.00 ,2,10,13-02-20,100,f,South East Inner City LEA-5,Dublin City Council
2856291,https://www.airbnb.com/rooms/2856291,Tudor Lodge Bed & Breakfast Twin or Double Room L6,f,Private room,2,1,"[""Hangers"", ""Hot water"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Kitchen"", ""Microwave"", ""First aid kit"", ""Washer"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Private entrance"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Host greets you"", ""Refrigerator""]",$50.00 ,1,1,05-05-14,100,f,Birr LEA-6,Offaly County Council
2854629,https://www.airbnb.com/rooms/2854629,Artisan Cottage,f,Entire home/apt,3,2,"[""Shampoo"", ""Heating"", ""Cable TV"", ""Dishes and silverware"", ""Kitchen"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Paid parking off premises"", ""Lockbox"", ""Iron"", ""Stove"", ""Oven"", ""Bathtub""]",$75.00 ,2,6,30-10-18,96,f,Dún Laoghaire LEA-7,Dun Laoghaire-rathdown County Council
